0.106564	0.099730	0.123852	0.145731	0.162891	0.185792	0.220476	0.175289	0.270674	0.296717	0.148869	0.083038	0.124803	0.162891	0.161788	0.206494	0.190563	0.196613	0.144694	0.163998	0.150981	0.162891	0.110080	0.205246	0.150981	0.157416	0.205246	0.241601	0.172999	0.131577	0.204001	0.223066	0.372049	0.088402	0.184609	0.183431	0.167343	0.211526	0.124803	0.182256
0.527445	0.508996	0.569490	0.614848	0.645506	0.681057	0.725781	0.665438	0.776435	0.797903	0.620747	0.458707	0.571631	0.645506	0.643648	0.708897	0.687801	0.696063	0.612866	0.647356	0.624641	0.645506	0.536508	0.707318	0.624641	0.636138	0.707318	0.748814	0.661883	0.586407	0.705732	0.728758	0.847197	0.475747	0.679351	0.677639	0.652862	0.715137	0.571631	0.675919
0.159348	0.149696	0.183441	0.213284	0.236198	0.266130	0.310098	0.252493	0.370990	0.401374	0.217506	0.125810	0.184753	0.236198	0.234738	0.292567	0.272273	0.280021	0.211884	0.237662	0.220340	0.236198	0.164285	0.290989	0.220340	0.228934	0.290989	0.336109	0.249499	0.194059	0.289414	0.313318	0.484955	0.133534	0.264602	0.263077	0.242075	0.298906	0.184753	0.261555
0.395059	0.377541	0.436294	0.482944	0.515834	0.555432	0.607624	0.537836	0.670185	0.697886	0.489185	0.331472	0.438444	0.515834	0.513808	0.587598	0.563130	0.572641	0.480857	0.517856	0.493327	0.515834	0.403791	0.585746	0.493327	0.505663	0.585746	0.635598	0.533875	0.453422	0.583889	0.611196	0.764371	0.346813	0.553496	0.551555	0.523896	0.594953	0.438444	0.549609
0.323648	0.307687	0.361889	0.406317	0.438413	0.477935	0.531551	0.460253	0.598222	0.628617	0.412358	0.266492	0.363909	0.438413	0.436417	0.510769	0.485732	0.495419	0.404302	0.440408	0.416380	0.438413	0.331667	0.508861	0.416380	0.428418	0.508861	0.561032	0.456299	0.378055	0.506949	0.535287	0.703878	0.280086	0.475980	0.474022	0.446381	0.518372	0.363909	0.472062
0.678119	0.661781	0.714027	0.750819	0.774621	0.801211	0.833213	0.789659	0.867641	0.881685	0.755464	0.615313	0.715807	0.774621	0.773202	0.821315	0.806138	0.812124	0.749252	0.776032	0.758513	0.774621	0.686013	0.820191	0.758513	0.767436	0.820191	0.849098	0.787002	0.727977	0.819061	0.835288	0.912778	0.631384	0.799960	0.798701	0.780210	0.825738	0.715807	0.797433
0.923489	0.918101	0.934662	0.945245	0.951670	0.958492	0.966241	0.955573	0.974064	0.977114	0.946523	0.901614	0.935193	0.951670	0.951296	0.963416	0.959716	0.961189	0.944810	0.952042	0.947356	0.951670	0.926022	0.963146	0.947356	0.949764	0.963146	0.969914	0.954892	0.938772	0.962873	0.966727	0.983595	0.907522	0.958179	0.957863	0.953135	0.964473	0.935193	0.957544
0.028151	0.026198	0.033190	0.039781	0.045124	0.052506	0.064272	0.049084	0.082678	0.092938	0.040746	0.021519	0.033472	0.045124	0.044776	0.059441	0.054082	0.056099	0.039463	0.045474	0.041399	0.045124	0.029164	0.059016	0.041399	0.043402	0.059016	0.071810	0.048346	0.035490	0.058592	0.065181	0.125787	0.023009	0.052118	0.051731	0.046536	0.061166	0.033472	0.051347
0.089950	0.084082	0.104860	0.123858	0.138860	0.159025	0.189877	0.149757	0.235210	0.259054	0.126595	0.069806	0.105682	0.138860	0.137893	0.177395	0.163246	0.168610	0.122953	0.139831	0.128438	0.138860	0.092975	0.176283	0.128438	0.134064	0.176283	0.208856	0.147741	0.111551	0.175175	0.192196	0.329301	0.074384	0.157980	0.156938	0.142768	0.181880	0.105682	0.155901
0.996995	0.996766	0.997464	0.997897	0.998156	0.998427	0.998731	0.998312	0.999032	0.999149	0.997949	0.996046	0.997486	0.998156	0.998141	0.998621	0.998475	0.998533	0.997880	0.998171	0.997983	0.998156	0.997102	0.998610	0.997983	0.998080	0.998610	0.998873	0.998285	0.997633	0.998599	0.998750	0.999394	0.996307	0.998415	0.998402	0.998215	0.998662	0.997486	0.998390
0.028151	0.026198	0.033190	0.039781	0.045124	0.052506	0.064272	0.049084	0.082678	0.092938	0.040746	0.021519	0.033472	0.045124	0.044776	0.059441	0.054082	0.056099	0.039463	0.045474	0.041399	0.045124	0.029164	0.059016	0.041399	0.043402	0.059016	0.071810	0.048346	0.035490	0.058592	0.065181	0.125787	0.023009	0.052118	0.051731	0.046536	0.061166	0.033472	0.051347
0.028151	0.026198	0.033190	0.039781	0.045124	0.052506	0.064272	0.049084	0.082678	0.092938	0.040746	0.021519	0.033472	0.045124	0.044776	0.059441	0.054082	0.056099	0.039463	0.045474	0.041399	0.045124	0.029164	0.059016	0.041399	0.043402	0.059016	0.071810	0.048346	0.035490	0.058592	0.065181	0.125787	0.023009	0.052118	0.051731	0.046536	0.061166	0.033472	0.051347
0.106564	0.099730	0.123852	0.145731	0.162891	0.185792	0.220476	0.175289	0.270674	0.296717	0.148869	0.083038	0.124803	0.162891	0.161788	0.206494	0.190563	0.196613	0.144694	0.163998	0.150981	0.162891	0.110080	0.205246	0.150981	0.157416	0.205246	0.241601	0.172999	0.131577	0.204001	0.223066	0.372049	0.088402	0.184609	0.183431	0.167343	0.211526	0.124803	0.182256
0.089950	0.084082	0.104860	0.123858	0.138860	0.159025	0.189877	0.149757	0.235210	0.259054	0.126595	0.069806	0.105682	0.138860	0.137893	0.177395	0.163246	0.168610	0.122953	0.139831	0.128438	0.138860	0.092975	0.176283	0.128438	0.134064	0.176283	0.208856	0.147741	0.111551	0.175175	0.192196	0.329301	0.074384	0.157980	0.156938	0.142768	0.181880	0.105682	0.155901
0.089950	0.084082	0.104860	0.123858	0.138860	0.159025	0.189877	0.149757	0.235210	0.259054	0.126595	0.069806	0.105682	0.138860	0.137893	0.177395	0.163246	0.168610	0.122953	0.139831	0.128438	0.138860	0.092975	0.176283	0.128438	0.134064	0.176283	0.208856	0.147741	0.111551	0.175175	0.192196	0.329301	0.074384	0.157980	0.156938	0.142768	0.181880	0.105682	0.155901
0.042919	0.039984	0.050465	0.060272	0.068172	0.079014	0.096117	0.073998	0.122449	0.136907	0.061703	0.032926	0.050886	0.068172	0.067659	0.089120	0.081316	0.084259	0.059801	0.068688	0.062670	0.068172	0.044440	0.088502	0.062670	0.065632	0.088502	0.106962	0.072915	0.053895	0.087887	0.097429	0.182176	0.035177	0.078445	0.077880	0.070253	0.091622	0.050886	0.077317
0.042919	0.039984	0.050465	0.060272	0.068172	0.079014	0.096117	0.073998	0.122449	0.136907	0.061703	0.032926	0.050886	0.068172	0.067659	0.089120	0.081316	0.084259	0.059801	0.068688	0.062670	0.068172	0.044440	0.088502	0.062670	0.065632	0.088502	0.106962	0.072915	0.053895	0.087887	0.097429	0.182176	0.035177	0.078445	0.077880	0.070253	0.091622	0.050886	0.077317
0.710511	0.695078	0.744168	0.778287	0.800164	0.824423	0.853372	0.813907	0.884217	0.896712	0.782568	0.650771	0.745828	0.800164	0.798864	0.842640	0.828898	0.834325	0.776841	0.801455	0.785375	0.800164	0.717941	0.841625	0.785375	0.793576	0.841625	0.867642	0.811483	0.757149	0.840603	0.855240	0.924195	0.666164	0.823286	0.822141	0.805278	0.846634	0.745828	0.820988
0.445935	0.427757	0.488195	0.535126	0.567668	0.606263	0.656181	0.589191	0.714636	0.740052	0.541335	0.379294	0.490378	0.567668	0.565676	0.637154	0.613692	0.622840	0.533046	0.569654	0.545448	0.567668	0.454946	0.635386	0.545448	0.557652	0.635386	0.682503	0.585331	0.505533	0.633613	0.659559	0.799918	0.395539	0.604391	0.602512	0.575577	0.644160	0.490378	0.600627
0.028151	0.026198	0.033190	0.039781	0.045124	0.052506	0.064272	0.049084	0.082678	0.092938	0.040746	0.021519	0.033472	0.045124	0.044776	0.059441	0.054082	0.056099	0.039463	0.045474	0.041399	0.045124	0.029164	0.059016	0.041399	0.043402	0.059016	0.071810	0.048346	0.035490	0.058592	0.065181	0.125787	0.023009	0.052118	0.051731	0.046536	0.061166	0.033472	0.051347
