,10A,10B,10C,10D,10E,10F,10G,10H,11A,11B,11C,11D,11E,11F,11G,11H,12A,12B,12C,12D,12E,12F,1A,1Aa,1B,1Bb,1C,1Cc,1D,1Dd,1E,1Ee,1F,1Ff,1G,1Gg,1H,1Hh,2A,2Aa,2B,2Bb,2C,2Cc,2D,2Dd,2,2Ee,2F,2Ff,2G,2Gg,2H,2Hh,3A,3Aa,3B,3Bb,3C,3Cc,3D,3Dd,3,3Ee,3F,3Ff,3G,3Gg,3H,3Hh,4A,4Aa,4B,4C,4Cc,4D,4Dd,4,4Ee,4F,4Ff,4G,4Gg,4H,4Hh,5A,5Aa,5B,5Bb,5C,5Cc,5D,5Dd,5E,5Ee,5F,5Ff,5G,5Gg,5H,5Hh,6A,6Aa,6B,6Bb,6C,6Cc,6D,6Dd,6E,6Ee,6F,6Ff,6G,6Gg,6H,6Hh,7A,7B,7C,7D,7E,7F,7G,7H,8A,8B,8C,8D,8E,8F,8G,8H,9A,9B,9C,9D,9E,9F,9G,9H,AN16S,ON16S,repeat-4Bb,repeat-6Gg,repeat-6Hh
uncultured,0.572586139,0.792638866,0.649151345,0.163919204,0.449609691,0.201381131,0.688289455,0.313153118,0.163919204,0.67577104,0.21393004,0.762796733,0.843673735,0.372368539,0.490355855,0.139299319,0.519220083,0.580923718,0.103369565,0.188850535,0.509761065,0.537651629,0.012171594,0.620305956,0.019977213,0.546625106,0.091769138,0.251520728,0.251520728,0.656009612,0.069325905,0.226480089,0.115177692,0.519220083,0.239015278,0.176356659,0.00592989,0.151559246,0.019977213,0.706127717,0.019977213,0.028750723,0.028750723,0.71183223,0.080409146,0.555438021,0.263982627,0.694358559,0.019977213,0.784553123,0.080409146,0.276388181,0.019977213,0.519220083,0.00592989,0.176356659,0.03819636,0.428287442,0.048163224,0.239015278,0.163919204,0.226480089,0.00592989,0.019977213,0.372368539,0.528516815,0.03819636,0.428287442,0.012171594,0.163919204,0.03819636,0.263982627,0.012171594,0.00592989,0.188850535,0.03819636,0.528516815,0.163919204,0.300983886,0.012171594,0.546625106,0.188850535,0.449609691,0.163919204,0.669317279,0.00592989,0.288725567,0.091769138,0.662730867,0.21393004,0.188850535,0.03819636,0.449609691,0.151559246,0.151559246,0.019977213,0.03819636,0.012171594,0.226480089,0.03819636,0.694358559,0.03819636,0.546625106,0.012171594,0.700303902,0.00592989,0.519220083,0.00592989,0.325224082,0.00592989,0.728252094,0.163919204,0.288725567,0.012171594,0.03819636,0.00592989,0.001957248,0.00592989,0.00592989,0.028750723,0.012171594,0.03819636,0.048163224,0.019977213,0.226480089,0.048163224,0.069325905,0.012171594,0.019977213,0.03819636,0.00592989,0.395167007,0.012171594,0.048163224,0.019977213,0.115177692,0.012171594,0.048163224,0.012171594,0.263982627,0.771773124,0.080409146,0.069325905,0.597132882,0.139299319,0.001957248
uncultured_Acidimicrobiales,0.048357321,0.126631466,0.065579005,0.00738176,0.03005442,0.009474169,0.077283043,0.016999904,0.00738176,0.07326545,0.010217542,0.108717538,0.169924586,0.022008946,0.035210562,0.006101477,0.039351889,0.049953615,0.004353918,0.008753767,0.037945025,0.042245637,0.000467153,0.058352139,0.000772608,0.043732817,0.003817993,0.012586047,0.012586047,0.067457265,0.002817531,0.010983935,0.004913255,0.039351889,0.011773412,0.008056303,0.000226218,0.006730143,0.000772608,0.083529382,0.000772608,0.001121571,0.001121571,0.085670457,0.003305741,0.045247062,0.013421926,0.079335749,0.000772608,0.121363351,0.003305741,0.014281143,0.000772608,0.039351889,0.000226218,0.008056303,0.001504104,0.02763027,0.001915651,0.011773412,0.00738176,0.010983935,0.000226218,0.000772608,0.022008946,0.040785377,0.001504104,0.02763027,0.000467153,0.00738176,0.001504104,0.013421926,0.000467153,0.000226218,0.008753767,0.001504104,0.040785377,0.00738176,0.016070017,0.000467153,0.043732817,0.008753767,0.03005442,0.00738176,0.071300388,0.000226218,0.015163803,0.003817993,0.069364359,0.010217542,0.008753767,0.001504104,0.03005442,0.006730143,0.006730143,0.000772608,0.001504104,0.000467153,0.010983935,0.001504104,0.079335749,0.001504104,0.043732817,0.000467153,0.081417837,0.000226218,0.039351889,0.000226218,0.017953587,0.000226218,0.092271504,0.00738176,0.015163803,0.000467153,0.001504104,0.000226218,7.44E-05,0.000226218,0.000226218,0.001121571,0.000467153,0.001504104,0.001915651,0.000772608,0.010983935,0.001915651,0.002817531,0.000467153,0.000772608,0.001504104,0.000226218,0.024182973,0.000467153,0.001915651,0.000772608,0.004913255,0.000467153,0.001915651,0.000467153,0.013421926,0.113685903,0.003305741,0.002817531,0.05322922,0.006101477,7.44E-05
uncultured_Acidobacteria,0.032021681,0.086250463,0.043692796,0.004818039,0.019773234,0.006188275,0.051706897,0.011133222,0.004818039,0.048948359,0.006675564,0.073567846,0.117596898,0.01443903,0.023207737,0.003980622,0.025975348,0.033097484,0.002838774,0.005716286,0.025034244,0.027914032,0.000304173,0.038777719,0.000503114,0.028911924,0.002488883,0.008229838,0.008229838,0.044974379,0.001836057,0.007178209,0.003204091,0.025975348,0.007696276,0.005259551,0.000147283,0.00439173,0.000503114,0.056011548,0.000503114,0.000730444,0.000730444,0.057491517,0.002154569,0.029929058,0.00877898,0.053119385,0.000503114,0.08250358,0.002154569,0.009343789,0.000503114,0.025975348,0.000147283,0.005259551,0.000979707,0.018162823,0.00124795,0.007696276,0.004818039,0.007178209,0.000147283,0.000503114,0.01443903,0.026935225,0.000979707,0.018162823,0.000304173,0.004818039,0.000979707,0.00877898,0.000304173,0.000147283,0.005716286,0.000979707,0.026935225,0.004818039,0.010520805,0.000304173,0.028911924,0.005716286,0.019773234,0.004818039,0.047602007,0.000147283,0.009924364,0.002488883,0.046277399,0.006675564,0.005716286,0.000979707,0.019773234,0.00439173,0.00439173,0.000503114,0.000979707,0.000304173,0.007178209,0.000979707,0.053119385,0.000979707,0.028911924,0.000304173,0.05455422,0.000147283,0.025975348,0.000147283,0.011761726,0.000147283,0.062068724,0.004818039,0.009924364,0.000304173,0.000979707,0.000147283,4.84E-05,0.000147283,0.000147283,0.000730444,0.000304173,0.000979707,0.00124795,0.000503114,0.007178209,0.00124795,0.001836057,0.000304173,0.000503114,0.000979707,0.000147283,0.015877446,0.000304173,0.00124795,0.000503114,0.003204091,0.000304173,0.00124795,0.000304173,0.00877898,0.077068777,0.002154569,0.001836057,0.035308862,0.003980622,4.84E-05
uncultured_Acidobacteriales,0.166974042,0.363841127,0.216814757,0.02849858,0.108913775,0.036357447,0.248336811,0.063860949,0.02849858,0.237717819,0.039126845,0.324851896,0.446748655,0.081532415,0.125843735,0.023643059,0.13910798,0.171779128,0.016957035,0.03366235,0.134634573,0.148205599,0.001840197,0.196425007,0.003040705,0.152827692,0.014892994,0.047872626,0.047872626,0.221995512,0.011022561,0.04196971,0.019104395,0.13910798,0.044885233,0.031042424,0.000891744,0.026031782,0.003040705,0.264446174,0.003040705,0.004409577,0.004409577,0.269859122,0.012914094,0.1574972,0.050931118,0.25368375,0.003040705,0.352689747,0.012914094,0.054059948,0.003040705,0.13910798,0.000891744,0.031042424,0.005906916,0.100789893,0.007514077,0.044885233,0.02849858,0.04196971,0.000891744,0.003040705,0.081532415,0.143632006,0.005906916,0.100789893,0.001840197,0.02849858,0.005906916,0.050931118,0.001840197,0.000891744,0.03366235,0.005906916,0.143632006,0.02849858,0.060525613,0.001840197,0.152827692,0.03366235,0.108913775,0.02849858,0.232448298,0.000891744,0.057258363,0.014892994,0.22720711,0.039126845,0.03366235,0.005906916,0.108913775,0.026031782,0.026031782,0.003040705,0.005906916,0.001840197,0.04196971,0.005906916,0.25368375,0.005906916,0.152827692,0.001840197,0.25905396,0.000891744,0.13910798,0.000891744,0.06726362,0.000891744,0.286209713,0.02849858,0.057258363,0.001840197,0.005906916,0.000891744,0.000293337,0.000891744,0.000891744,0.004409577,0.001840197,0.005906916,0.007514077,0.003040705,0.04196971,0.007514077,0.011022561,0.001840197,0.003040705,0.005906916,0.000891744,0.08905075,0.001840197,0.007514077,0.003040705,0.019104395,0.001840197,0.007514077,0.001840197,0.050931118,0.335974245,0.012914094,0.011022561,0.181516904,0.023643059,0.000293337
uncultured_Acidobacterium,0.115417425,0.271294424,0.152689599,0.018737327,0.073698402,0.023970814,0.176995627,0.042517566,0.018737327,0.168742384,0.025821988,0.238504371,0.344534745,0.054627582,0.085680696,0.015518339,0.09517255,0.118950701,0.011103776,0.022172784,0.091961086,0.101736366,0.001198632,0.137273328,0.001981427,0.105088018,0.009745142,0.031691904,0.031691904,0.15664456,0.007202765,0.027726047,0.012519347,0.09517255,0.029682758,0.020428182,0.000580655,0.017100577,0.001981427,0.18964476,0.001981427,0.002874806,0.002874806,0.193930279,0.008444397,0.108485673,0.033753288,0.181176759,0.001981427,0.261812159,0.008444397,0.03586672,0.001981427,0.09517255,0.000580655,0.020428182,0.003853007,0.068000785,0.004904094,0.029682758,0.018737327,0.027726047,0.000580655,0.001981427,0.054627582,0.098431091,0.003853007,0.068000785,0.001198632,0.018737327,0.003853007,0.033753288,0.001198632,0.000580655,0.022172784,0.003853007,0.098431091,0.018737327,0.040249027,0.001198632,0.105088018,0.022172784,0.073698402,0.018737327,0.164671552,0.000580655,0.038032023,0.009745142,0.160638742,0.025821988,0.022172784,0.003853007,0.073698402,0.017100577,0.017100577,0.001981427,0.003853007,0.001198632,0.027726047,0.003853007,0.181176759,0.003853007,0.105088018,0.001198632,0.18539336,0.000580655,0.09517255,0.000580655,0.044837477,0.000580655,0.20698456,0.018737327,0.038032023,0.001198632,0.003853007,0.000580655,0.000190965,0.000580655,0.000580655,0.002874806,0.001198632,0.003853007,0.004904094,0.001981427,0.027726047,0.004904094,0.007202765,0.001198632,0.001981427,0.003853007,0.000580655,0.05982655,0.001198632,0.004904094,0.001981427,0.012519347,0.001198632,0.004904094,0.001198632,0.033753288,0.247755223,0.008444397,0.007202765,0.126149892,0.015518339,0.000190965
uncultured_Alphaproteobacteria,0.253764147,0.492465318,0.319572763,0.047407876,0.171747218,0.060158337,0.359182891,0.103728548,0.047407876,0.346005912,0.064619112,0.449430322,0.578050049,0.130889601,0.196292705,0.039461496,0.215154821,0.260286434,0.028432441,0.055801099,0.208829127,0.227909232,0.003117968,0.29313638,0.005147771,0.23433321,0.025007125,0.07859693,0.07859693,0.326186269,0.01855772,0.06918083,0.03198571,0.215154821,0.073840942,0.051550041,0.001511939,0.043377396,0.005147771,0.378858536,0.005147771,0.007458111,0.007458111,0.385386371,0.021713938,0.240785237,0.083446306,0.365755138,0.005147771,0.480348398,0.021713938,0.088386602,0.005147771,0.215154821,0.001511939,0.051550041,0.009980248,0.159776949,0.012681547,0.073840942,0.047407876,0.06918083,0.001511939,0.005147771,0.130889601,0.221515648,0.009980248,0.159776949,0.003117968,0.047407876,0.009980248,0.083446306,0.003117968,0.001511939,0.055801099,0.009980248,0.221515648,0.047407876,0.098530159,0.003117968,0.23433321,0.055801099,0.171747218,0.047407876,0.339404744,0.001511939,0.093415366,0.025007125,0.332797569,0.064619112,0.055801099,0.009980248,0.171747218,0.043377396,0.043377396,0.005147771,0.009980248,0.003117968,0.06918083,0.009980248,0.365755138,0.009980248,0.23433321,0.003117968,0.372314246,0.001511939,0.215154821,0.001511939,0.109008107,0.001511939,0.404855412,0.047407876,0.093415366,0.003117968,0.009980248,0.001511939,0.000497557,0.001511939,0.001511939,0.007458111,0.003117968,0.009980248,0.012681547,0.005147771,0.06918083,0.012681547,0.01855772,0.003117968,0.005147771,0.009980248,0.001511939,0.142254377,0.003117968,0.012681547,0.005147771,0.03198571,0.003117968,0.012681547,0.003117968,0.083446306,0.461899896,0.021713938,0.01855772,0.27338535,0.039461496,0.000497557
uncultured_Anaerolineaceae,0.098433403,0.237531984,0.131033316,0.015727133,0.062420258,0.020137103,0.152512483,0.035826506,0.015727133,0.145199466,0.021698795,0.207659754,0.305478541,0.046122551,0.072712829,0.013018422,0.080895184,0.10150641,0.009308296,0.01862115,0.078123894,0.086568534,0.001003188,0.117500352,0.001658557,0.089470261,0.008167538,0.026657066,0.026657066,0.13451639,0.006034229,0.023306093,0.010497399,0.080895184,0.024958881,0.017151096,0.000485927,0.014349485,0.001658557,0.163760063,0.001658557,0.002406712,0.002406712,0.167581614,0.007075862,0.092415114,0.028400566,0.156225041,0.001658557,0.228859167,0.007075862,0.030189314,0.001658557,0.080895184,0.000485927,0.017151096,0.003226151,0.057540392,0.004106939,0.024958881,0.015727133,0.023306093,0.000485927,0.001658557,0.046122551,0.083710118,0.003226151,0.057540392,0.001003188,0.015727133,0.003226151,0.028400566,0.001003188,0.000485927,0.01862115,0.003226151,0.083710118,0.015727133,0.03390233,0.001003188,0.089470261,0.01862115,0.062420258,0.015727133,0.141599847,0.000485927,0.032023252,0.008167538,0.138038692,0.021698795,0.01862115,0.003226151,0.062420258,0.014349485,0.014349485,0.001658557,0.003226151,0.001003188,0.023306093,0.003226151,0.156225041,0.003226151,0.089470261,0.001003188,0.159974385,0.000485927,0.080895184,0.000485927,0.03779574,0.000485927,0.179256682,0.015727133,0.032023252,0.001003188,0.003226151,0.000485927,0.000159801,0.000485927,0.000485927,0.002406712,0.001003188,0.003226151,0.004106939,0.001658557,0.023306093,0.004106939,0.006034229,0.001003188,0.001658557,0.003226151,0.000485927,0.050555372,0.001003188,0.004106939,0.001658557,0.010497399,0.001003188,0.004106939,0.001003188,0.028400566,0.216053674,0.007075862,0.006034229,0.107778982,0.013018422,0.000159801
uncultured_Bacteroidetes,0.048357321,0.126631466,0.065579005,0.00738176,0.03005442,0.009474169,0.077283043,0.016999904,0.00738176,0.07326545,0.010217542,0.108717538,0.169924586,0.022008946,0.035210562,0.006101477,0.039351889,0.049953615,0.004353918,0.008753767,0.037945025,0.042245637,0.000467153,0.058352139,0.000772608,0.043732817,0.003817993,0.012586047,0.012586047,0.067457265,0.002817531,0.010983935,0.004913255,0.039351889,0.011773412,0.008056303,0.000226218,0.006730143,0.000772608,0.083529382,0.000772608,0.001121571,0.001121571,0.085670457,0.003305741,0.045247062,0.013421926,0.079335749,0.000772608,0.121363351,0.003305741,0.014281143,0.000772608,0.039351889,0.000226218,0.008056303,0.001504104,0.02763027,0.001915651,0.011773412,0.00738176,0.010983935,0.000226218,0.000772608,0.022008946,0.040785377,0.001504104,0.02763027,0.000467153,0.00738176,0.001504104,0.013421926,0.000467153,0.000226218,0.008753767,0.001504104,0.040785377,0.00738176,0.016070017,0.000467153,0.043732817,0.008753767,0.03005442,0.00738176,0.071300388,0.000226218,0.015163803,0.003817993,0.069364359,0.010217542,0.008753767,0.001504104,0.03005442,0.006730143,0.006730143,0.000772608,0.001504104,0.000467153,0.010983935,0.001504104,0.079335749,0.001504104,0.043732817,0.000467153,0.081417837,0.000226218,0.039351889,0.000226218,0.017953587,0.000226218,0.092271504,0.00738176,0.015163803,0.000467153,0.001504104,0.000226218,7.44E-05,0.000226218,0.000226218,0.001121571,0.000467153,0.001504104,0.001915651,0.000772608,0.010983935,0.001915651,0.002817531,0.000467153,0.000772608,0.001504104,0.000226218,0.024182973,0.000467153,0.001915651,0.000772608,0.004913255,0.000467153,0.001915651,0.000467153,0.013421926,0.113685903,0.003305741,0.002817531,0.05322922,0.006101477,7.44E-05
uncultured_Banisveld,0.048357321,0.126631466,0.065579005,0.00738176,0.03005442,0.009474169,0.077283043,0.016999904,0.00738176,0.07326545,0.010217542,0.108717538,0.169924586,0.022008946,0.035210562,0.006101477,0.039351889,0.049953615,0.004353918,0.008753767,0.037945025,0.042245637,0.000467153,0.058352139,0.000772608,0.043732817,0.003817993,0.012586047,0.012586047,0.067457265,0.002817531,0.010983935,0.004913255,0.039351889,0.011773412,0.008056303,0.000226218,0.006730143,0.000772608,0.083529382,0.000772608,0.001121571,0.001121571,0.085670457,0.003305741,0.045247062,0.013421926,0.079335749,0.000772608,0.121363351,0.003305741,0.014281143,0.000772608,0.039351889,0.000226218,0.008056303,0.001504104,0.02763027,0.001915651,0.011773412,0.00738176,0.010983935,0.000226218,0.000772608,0.022008946,0.040785377,0.001504104,0.02763027,0.000467153,0.00738176,0.001504104,0.013421926,0.000467153,0.000226218,0.008753767,0.001504104,0.040785377,0.00738176,0.016070017,0.000467153,0.043732817,0.008753767,0.03005442,0.00738176,0.071300388,0.000226218,0.015163803,0.003817993,0.069364359,0.010217542,0.008753767,0.001504104,0.03005442,0.006730143,0.006730143,0.000772608,0.001504104,0.000467153,0.010983935,0.001504104,0.079335749,0.001504104,0.043732817,0.000467153,0.081417837,0.000226218,0.039351889,0.000226218,0.017953587,0.000226218,0.092271504,0.00738176,0.015163803,0.000467153,0.001504104,0.000226218,7.44E-05,0.000226218,0.000226218,0.001121571,0.000467153,0.001504104,0.001915651,0.000772608,0.010983935,0.001915651,0.002817531,0.000467153,0.000772608,0.001504104,0.000226218,0.024182973,0.000467153,0.001915651,0.000772608,0.004913255,0.000467153,0.001915651,0.000467153,0.013421926,0.113685903,0.003305741,0.002817531,0.05322922,0.006101477,7.44E-05
uncultured_Bradyrhizobiaceae,0.064883999,0.165263612,0.087450531,0.01005249,0.040592687,0.012892102,0.102629306,0.023069614,0.01005249,0.097433211,0.013899893,0.142778018,0.218460688,0.029812863,0.047468298,0.008312878,0.052972174,0.066987444,0.005935722,0.011914932,0.051104276,0.056808263,0.000637777,0.078014636,0.001054679,0.058776632,0.005206111,0.017107243,0.017107243,0.089894953,0.00384331,0.014938323,0.006696903,0.052972174,0.016007424,0.010968386,0.00030887,0.009167294,0.001054679,0.110678512,0.001054679,0.00153085,0.00153085,0.113429359,0.004508461,0.060778661,0.018237842,0.10527842,0.001054679,0.158680327,0.004508461,0.019399293,0.001054679,0.052972174,0.00030887,0.010968386,0.002052689,0.037351267,0.002613944,0.016007424,0.01005249,0.014938323,0.00030887,0.001054679,0.029812863,0.054873473,0.002052689,0.037351267,0.000637777,0.01005249,0.002052689,0.018237842,0.000637777,0.00030887,0.011914932,0.002052689,0.054873473,0.01005249,0.021815085,0.000637777,0.058776632,0.011914932,0.040592687,0.01005249,0.09488631,0.00030887,0.020591677,0.005206111,0.092373551,0.013899893,0.011914932,0.002052689,0.040592687,0.009167294,0.009167294,0.001054679,0.002052689,0.000637777,0.014938323,0.002052689,0.10527842,0.002052689,0.058776632,0.000637777,0.107961509,0.00030887,0.052972174,0.00030887,0.024355367,0.00030887,0.121884153,0.01005249,0.020591677,0.000637777,0.002052689,0.00030887,0.000101562,0.00030887,0.00030887,0.00153085,0.000637777,0.002052689,0.002613944,0.001054679,0.014938323,0.002613944,0.00384331,0.000637777,0.001054679,0.002052689,0.00030887,0.032731954,0.000637777,0.002613944,0.001054679,0.006696903,0.000637777,0.002613944,0.000637777,0.018237842,0.149042646,0.004508461,0.00384331,0.071296184,0.008312878,0.000101562
uncultured_Caulobacter,0.032021681,0.086250463,0.043692796,0.004818039,0.019773234,0.006188275,0.051706897,0.011133222,0.004818039,0.048948359,0.006675564,0.073567846,0.117596898,0.01443903,0.023207737,0.003980622,0.025975348,0.033097484,0.002838774,0.005716286,0.025034244,0.027914032,0.000304173,0.038777719,0.000503114,0.028911924,0.002488883,0.008229838,0.008229838,0.044974379,0.001836057,0.007178209,0.003204091,0.025975348,0.007696276,0.005259551,0.000147283,0.00439173,0.000503114,0.056011548,0.000503114,0.000730444,0.000730444,0.057491517,0.002154569,0.029929058,0.00877898,0.053119385,0.000503114,0.08250358,0.002154569,0.009343789,0.000503114,0.025975348,0.000147283,0.005259551,0.000979707,0.018162823,0.00124795,0.007696276,0.004818039,0.007178209,0.000147283,0.000503114,0.01443903,0.026935225,0.000979707,0.018162823,0.000304173,0.004818039,0.000979707,0.00877898,0.000304173,0.000147283,0.005716286,0.000979707,0.026935225,0.004818039,0.010520805,0.000304173,0.028911924,0.005716286,0.019773234,0.004818039,0.047602007,0.000147283,0.009924364,0.002488883,0.046277399,0.006675564,0.005716286,0.000979707,0.019773234,0.00439173,0.00439173,0.000503114,0.000979707,0.000304173,0.007178209,0.000979707,0.053119385,0.000979707,0.028911924,0.000304173,0.05455422,0.000147283,0.025975348,0.000147283,0.011761726,0.000147283,0.062068724,0.004818039,0.009924364,0.000304173,0.000979707,0.000147283,4.84E-05,0.000147283,0.000147283,0.000730444,0.000304173,0.000979707,0.00124795,0.000503114,0.007178209,0.00124795,0.001836057,0.000304173,0.000503114,0.000979707,0.000147283,0.015877446,0.000304173,0.00124795,0.000503114,0.003204091,0.000304173,0.00124795,0.000304173,0.00877898,0.077068777,0.002154569,0.001836057,0.035308862,0.003980622,4.84E-05
