,degree,betweenness,closeness,eigenvector,clustering
Acidicapsa_borealis,41,3.3542676854577826e-06,0.5332225913621262,0.016511585684797193,0.9841463414634146
Rhizobiales,40,0.0,0.5323383084577115,0.015581687611280502,1.0
Bacilli,40,0.0,0.5323383084577115,0.017309575244481634,1.0
SM1A02,40,0.0,0.5323383084577115,0.015581687611280502,1.0
Sphingobacteriaceae,38,0.0,0.5305785123966942,0.0157384444074583,1.0
bacterium_Ellin507,37,5.548177712126808e-07,0.5297029702970297,0.015961958238638396,0.9954954954954955
Luedemannella,28,5.689404053890035e-07,0.5228013029315961,0.012204697669628234,0.9947089947089947
uncultured_sludge,28,1.0825224993437386e-05,0.5219512195121951,0.010751226604604829,0.9312169312169312
uncultured_Clostridium,26,0.0,0.520259319286872,0.01127399024930878,1.0
Methylotenera,25,2.4010934210040263e-06,0.520259319286872,0.010536790531045481,0.9933333333333333
Mucilaginibacter_mallensis,25,2.906030594690101e-07,0.520259319286872,0.010559467764634631,0.9966666666666667
Opitutaceae,24,0.0,0.518578352180937,0.01014783621914717,1.0
Kitasatospora,23,7.864117720524729e-06,0.518578352180937,0.008676150840467502,0.9762845849802372
Gemmataceae,23,2.2968967096498926e-06,0.518578352180937,0.009278740132767787,0.9881422924901185
Clostridiaceae,22,0.0,0.5169082125603864,0.00828719652856919,1.0
Paenibacillus_contaminans,22,0.0,0.5169082125603864,0.00828719652856919,1.0
Lacibacterium_aquatile,22,3.894080996884736e-06,0.5177419354838709,0.008314373715053237,0.9913419913419913
Actinoallomurus,22,5.247453708452492e-06,0.5169082125603864,0.008153731092946074,0.9567099567099567
Romboutsia,22,0.0,0.5169082125603864,0.00828719652856919,1.0
Sediminibacterium,21,0.0,0.5160771704180064,0.007925419403154924,1.0
Collimonas,19,0.0,0.5144230769230769,0.007757150029591224,1.0
Microvirgula,17,1.0380215908490896e-06,0.5136,0.006952512430945771,0.9852941176470589
uncultured_Opitutus,15,0.0,0.5111464968152867,0.00660483343391632,1.0
mle1-27,14,0.0,0.5103338632750397,0.004411402610090491,1.0
proteobacterium_symbiont,14,0.0,0.5103338632750397,0.004411402610090491,1.0
Methylophilus,10,9.735202492211838e-06,0.5079113924050633,0.003380525567651786,0.9555555555555556
Caldicellulosiruptor_kronotskyensis,9,0.0,0.5063091482649842,0.002991571255753474,1.0
gamma_proteobacterium,9,0.0,0.5063091482649842,0.002991571255753474,1.0
Escherichia-Shigella,1,0.0,0.4314516129032258,0.0003910962422282702,0.0
