0.015888	0.044051	0.021814	0.002350	0.009745	0.003023	0.025925	0.005459	0.002350	0.024506	0.003263	0.037319	0.061089	0.007095	0.011460	0.001940	0.013327	0.016431	0.001380	0.002791	0.012374	0.013819	0.000131	0.019309	0.000232	0.014321	0.001209	0.004027	0.004027	0.022469	0.000889	0.003510	0.001559	0.012846	0.003765	0.002567	0.000050	0.002141	0.000232	0.028148	0.000232	0.000345	0.000345	0.028915	0.001045	0.014833	0.004298	0.026653	0.000232	0.042052	0.001045	0.004576	0.000232	0.012846	0.000050	0.002567	0.000468	0.008943	0.000600	0.003765	0.002350	0.003510	0.000050	0.000232	0.007095	0.013327	0.000468	0.008943	0.000131	0.002350	0.000468	0.004298	0.000131	0.000050	0.002791	0.000468	0.013327	0.002350	0.005157	0.000131	0.014321	0.002791	0.009745	0.002350	0.023815	0.000050	0.004863	0.001209	0.023136	0.003263	0.002791	0.000468	0.009745	0.002141	0.002141	0.000232	0.000468	0.000131	0.003510	0.000600	0.026653	0.000468	0.014321	0.000131	0.027394	0.000050	0.012846	0.000050	0.005770	0.000050	0.031293	0.002350	0.004863	0.000131	0.000600	0.000050	0.000050	0.000050	0.000050	0.000345	0.000131	0.000468	0.000600	0.000232	0.003765	0.000600	0.000889	0.000131	0.000232	0.000468	0.000050	0.007808	0.000131	0.000600	0.000232	0.001559	0.000131	0.000600	0.000131	0.004298	0.039168	0.001209	0.001045	0.017549	0.002141	0.000050
0.048332	0.126609	0.065554	0.007357	0.030029	0.009449	0.077258	0.016975	0.007357	0.073241	0.010193	0.108694	0.169904	0.021984	0.035185	0.006077	0.040760	0.049928	0.004328	0.008729	0.037920	0.042220	0.000412	0.058327	0.000729	0.043707	0.003792	0.012561	0.012561	0.067432	0.002790	0.010959	0.004888	0.039326	0.011749	0.008031	0.000156	0.006705	0.000729	0.083505	0.000729	0.001085	0.001085	0.085646	0.003279	0.045222	0.013397	0.079311	0.000729	0.121340	0.003279	0.014256	0.000729	0.039326	0.000156	0.008031	0.001471	0.027605	0.001886	0.011749	0.007357	0.010959	0.000156	0.000729	0.021984	0.040760	0.001471	0.027605	0.000412	0.007357	0.001471	0.013397	0.000412	0.000156	0.008729	0.001471	0.040760	0.007357	0.016045	0.000412	0.043707	0.008729	0.030029	0.007357	0.071276	0.000156	0.015139	0.003792	0.069339	0.010193	0.008729	0.001471	0.030029	0.006705	0.006705	0.000729	0.001471	0.000412	0.010959	0.001886	0.079311	0.001471	0.043707	0.000412	0.081393	0.000156	0.039326	0.000156	0.017928	0.000156	0.092247	0.007357	0.015139	0.000412	0.001886	0.000156	0.000156	0.000156	0.000156	0.001085	0.000412	0.001471	0.001886	0.000729	0.011749	0.001886	0.002790	0.000412	0.000729	0.001471	0.000156	0.024158	0.000412	0.001886	0.000729	0.004888	0.000412	0.001886	0.000412	0.013397	0.113663	0.003792	0.003279	0.053204	0.006705	0.000156
0.166900	0.363799	0.216749	0.028405	0.108831	0.036266	0.248276	0.063772	0.028405	0.237656	0.039035	0.324803	0.446717	0.081446	0.125764	0.023549	0.143555	0.171706	0.016859	0.033570	0.134556	0.148129	0.001622	0.196356	0.002868	0.152752	0.014793	0.047782	0.047782	0.221931	0.010917	0.041879	0.019008	0.139030	0.044794	0.030950	0.000616	0.025938	0.002868	0.264388	0.002868	0.004265	0.004265	0.269802	0.012812	0.157422	0.050841	0.253624	0.002868	0.352645	0.012812	0.053970	0.002868	0.139030	0.000616	0.030950	0.005779	0.100706	0.007397	0.044794	0.028405	0.041879	0.000616	0.002868	0.081446	0.143555	0.005779	0.100706	0.001622	0.028405	0.005779	0.050841	0.001622	0.000616	0.033570	0.005779	0.143555	0.028405	0.060437	0.001622	0.152752	0.033570	0.108831	0.028405	0.232385	0.000616	0.057169	0.014793	0.227143	0.039035	0.033570	0.005779	0.108831	0.025938	0.025938	0.002868	0.005779	0.001622	0.041879	0.007397	0.253624	0.005779	0.152752	0.001622	0.258995	0.000616	0.139030	0.000616	0.067175	0.000616	0.286155	0.028405	0.057169	0.001622	0.007397	0.000616	0.000616	0.000616	0.000616	0.004265	0.001622	0.005779	0.007397	0.002868	0.044794	0.007397	0.010917	0.001622	0.002868	0.005779	0.000616	0.088965	0.001622	0.007397	0.002868	0.019008	0.001622	0.007397	0.001622	0.050841	0.335927	0.014793	0.012812	0.181446	0.025938	0.000616
0.322542	0.576086	0.396740	0.064966	0.224942	0.082088	0.439748	0.139326	0.064966	0.425574	0.088038	0.533415	0.657394	0.174046	0.254775	0.054207	0.284870	0.330054	0.039158	0.076256	0.269803	0.292410	0.003847	0.367354	0.006790	0.299950	0.034455	0.106548	0.106548	0.404005	0.025561	0.094101	0.044021	0.277333	0.100273	0.070547	0.001462	0.059517	0.006790	0.460671	0.006790	0.010076	0.010076	0.467550	0.029920	0.307487	0.112923	0.446769	0.006790	0.564197	0.029920	0.119392	0.006790	0.277333	0.001462	0.070547	0.013625	0.210193	0.017401	0.100273	0.064966	0.094101	0.001462	0.006790	0.174046	0.284870	0.013625	0.210193	0.003847	0.064966	0.013625	0.112923	0.003847	0.001462	0.076256	0.013625	0.284870	0.064966	0.132598	0.003847	0.299950	0.076256	0.224942	0.064966	0.418424	0.001462	0.125952	0.034455	0.411233	0.088038	0.076256	0.013625	0.224942	0.059517	0.059517	0.006790	0.013625	0.003847	0.094101	0.017401	0.446769	0.013625	0.299950	0.003847	0.453744	0.001462	0.277333	0.001462	0.146132	0.001462	0.487880	0.064966	0.125952	0.003847	0.017401	0.001462	0.001462	0.001462	0.001462	0.010076	0.003847	0.013625	0.017401	0.006790	0.100273	0.017401	0.025561	0.003847	0.006790	0.013625	0.001462	0.188362	0.003847	0.017401	0.006790	0.044021	0.003847	0.017401	0.003847	0.112923	0.545907	0.034455	0.029920	0.345034	0.059517	0.001462
0.015888	0.044051	0.021814	0.002350	0.009745	0.003023	0.025925	0.005459	0.002350	0.024506	0.003263	0.037319	0.061089	0.007095	0.011460	0.001940	0.013327	0.016431	0.001380	0.002791	0.012374	0.013819	0.000131	0.019309	0.000232	0.014321	0.001209	0.004027	0.004027	0.022469	0.000889	0.003510	0.001559	0.012846	0.003765	0.002567	0.000050	0.002141	0.000232	0.028148	0.000232	0.000345	0.000345	0.028915	0.001045	0.014833	0.004298	0.026653	0.000232	0.042052	0.001045	0.004576	0.000232	0.012846	0.000050	0.002567	0.000468	0.008943	0.000600	0.003765	0.002350	0.003510	0.000050	0.000232	0.007095	0.013327	0.000468	0.008943	0.000131	0.002350	0.000468	0.004298	0.000131	0.000050	0.002791	0.000468	0.013327	0.002350	0.005157	0.000131	0.014321	0.002791	0.009745	0.002350	0.023815	0.000050	0.004863	0.001209	0.023136	0.003263	0.002791	0.000468	0.009745	0.002141	0.002141	0.000232	0.000468	0.000131	0.003510	0.000600	0.026653	0.000468	0.014321	0.000131	0.027394	0.000050	0.012846	0.000050	0.005770	0.000050	0.031293	0.002350	0.004863	0.000131	0.000600	0.000050	0.000050	0.000050	0.000050	0.000345	0.000131	0.000468	0.000600	0.000232	0.003765	0.000600	0.000889	0.000131	0.000232	0.000468	0.000050	0.007808	0.000131	0.000600	0.000232	0.001559	0.000131	0.000600	0.000131	0.004298	0.039168	0.001209	0.001045	0.017549	0.002141	0.000050
0.098385	0.237496	0.130987	0.015675	0.062369	0.020085	0.152468	0.035775	0.015675	0.145155	0.021647	0.207621	0.305448	0.046071	0.072663	0.012966	0.083661	0.101458	0.009254	0.018569	0.078074	0.086519	0.000884	0.117453	0.001564	0.089421	0.008112	0.026605	0.026605	0.134471	0.005976	0.023254	0.010444	0.080845	0.024907	0.017099	0.000336	0.014297	0.001564	0.163717	0.001564	0.002327	0.002327	0.167539	0.007019	0.092366	0.028349	0.156181	0.001564	0.228822	0.007019	0.030137	0.001564	0.080845	0.000336	0.017099	0.003156	0.057489	0.004042	0.024907	0.015675	0.023254	0.000336	0.001564	0.046071	0.083661	0.003156	0.057489	0.000884	0.015675	0.003156	0.028349	0.000884	0.000336	0.018569	0.003156	0.083661	0.015675	0.033850	0.000884	0.089421	0.018569	0.062369	0.015675	0.141555	0.000336	0.031971	0.008112	0.137993	0.021647	0.018569	0.003156	0.062369	0.014297	0.014297	0.001564	0.003156	0.000884	0.023254	0.004042	0.156181	0.003156	0.089421	0.000884	0.159931	0.000336	0.080845	0.000336	0.037744	0.000336	0.179215	0.015675	0.031971	0.000884	0.004042	0.000336	0.000336	0.000336	0.000336	0.002327	0.000884	0.003156	0.004042	0.001564	0.024907	0.004042	0.005976	0.000884	0.001564	0.003156	0.000336	0.050504	0.000884	0.004042	0.001564	0.010444	0.000884	0.004042	0.000884	0.028349	0.216015	0.008112	0.007019	0.107731	0.014297	0.000336
0.032005	0.086234	0.043676	0.004802	0.019756	0.006172	0.051690	0.011117	0.004802	0.048931	0.006659	0.073551	0.117582	0.014422	0.023191	0.003964	0.026918	0.033080	0.002822	0.005700	0.025017	0.027897	0.000268	0.038761	0.000474	0.028895	0.002472	0.008213	0.008213	0.044957	0.001818	0.007162	0.003188	0.025958	0.007680	0.005243	0.000102	0.004375	0.000474	0.055995	0.000474	0.000706	0.000706	0.057475	0.002137	0.029912	0.008763	0.053102	0.000474	0.082487	0.002137	0.009327	0.000474	0.025958	0.000102	0.005243	0.000958	0.018146	0.001228	0.007680	0.004802	0.007162	0.000102	0.000474	0.014422	0.026918	0.000958	0.018146	0.000268	0.004802	0.000958	0.008763	0.000268	0.000102	0.005700	0.000958	0.026918	0.004802	0.010504	0.000268	0.028895	0.005700	0.019756	0.004802	0.047585	0.000102	0.009908	0.002472	0.046260	0.006659	0.005700	0.000958	0.019756	0.004375	0.004375	0.000474	0.000958	0.000268	0.007162	0.001228	0.053102	0.000958	0.028895	0.000268	0.054537	0.000102	0.025958	0.000102	0.011745	0.000102	0.062052	0.004802	0.009908	0.000268	0.001228	0.000102	0.000102	0.000102	0.000102	0.000706	0.000268	0.000958	0.001228	0.000474	0.007680	0.001228	0.001818	0.000268	0.000474	0.000958	0.000102	0.015861	0.000268	0.001228	0.000474	0.003188	0.000268	0.001228	0.000268	0.008763	0.077052	0.002472	0.002137	0.035292	0.004375	0.000102
0.064851	0.165235	0.087418	0.010019	0.040559	0.012858	0.102598	0.023036	0.010019	0.097401	0.013866	0.142748	0.218436	0.029779	0.047434	0.008279	0.054840	0.066954	0.005901	0.011881	0.051070	0.056775	0.000562	0.077982	0.000995	0.058743	0.005171	0.017074	0.017074	0.089863	0.003806	0.014905	0.006663	0.052938	0.015974	0.010935	0.000213	0.009133	0.000995	0.110647	0.000995	0.001480	0.001480	0.113398	0.004472	0.060745	0.018204	0.105247	0.000995	0.158652	0.004472	0.019366	0.000995	0.052938	0.000213	0.010935	0.002008	0.037317	0.002573	0.015974	0.010019	0.014905	0.000213	0.000995	0.029779	0.054840	0.002008	0.037317	0.000562	0.010019	0.002008	0.018204	0.000562	0.000213	0.011881	0.002008	0.054840	0.010019	0.021781	0.000562	0.058743	0.011881	0.040559	0.010019	0.094854	0.000213	0.020558	0.005171	0.092341	0.013866	0.011881	0.002008	0.040559	0.009133	0.009133	0.000995	0.002008	0.000562	0.014905	0.002573	0.105247	0.002008	0.058743	0.000562	0.107930	0.000213	0.052938	0.000213	0.024321	0.000213	0.121853	0.010019	0.020558	0.000562	0.002573	0.000213	0.000213	0.000213	0.000213	0.001480	0.000562	0.002008	0.002573	0.000995	0.015974	0.002573	0.003806	0.000562	0.000995	0.002008	0.000213	0.032698	0.000562	0.002573	0.000995	0.006663	0.000562	0.002573	0.000562	0.018204	0.149013	0.005171	0.004472	0.071263	0.009133	0.000213
0.015888	0.044051	0.021814	0.002350	0.009745	0.003023	0.025925	0.005459	0.002350	0.024506	0.003263	0.037319	0.061089	0.007095	0.011460	0.001940	0.013327	0.016431	0.001380	0.002791	0.012374	0.013819	0.000131	0.019309	0.000232	0.014321	0.001209	0.004027	0.004027	0.022469	0.000889	0.003510	0.001559	0.012846	0.003765	0.002567	0.000050	0.002141	0.000232	0.028148	0.000232	0.000345	0.000345	0.028915	0.001045	0.014833	0.004298	0.026653	0.000232	0.042052	0.001045	0.004576	0.000232	0.012846	0.000050	0.002567	0.000468	0.008943	0.000600	0.003765	0.002350	0.003510	0.000050	0.000232	0.007095	0.013327	0.000468	0.008943	0.000131	0.002350	0.000468	0.004298	0.000131	0.000050	0.002791	0.000468	0.013327	0.002350	0.005157	0.000131	0.014321	0.002791	0.009745	0.002350	0.023815	0.000050	0.004863	0.001209	0.023136	0.003263	0.002791	0.000468	0.009745	0.002141	0.002141	0.000232	0.000468	0.000131	0.003510	0.000600	0.026653	0.000468	0.014321	0.000131	0.027394	0.000050	0.012846	0.000050	0.005770	0.000050	0.031293	0.002350	0.004863	0.000131	0.000600	0.000050	0.000050	0.000050	0.000050	0.000345	0.000131	0.000468	0.000600	0.000232	0.003765	0.000600	0.000889	0.000131	0.000232	0.000468	0.000050	0.007808	0.000131	0.000600	0.000232	0.001559	0.000131	0.000600	0.000131	0.004298	0.039168	0.001209	0.001045	0.017549	0.002141	0.000050
0.132453	0.303518	0.174164	0.021795	0.085144	0.027878	0.201087	0.049349	0.021795	0.191970	0.030027	0.268260	0.380924	0.063296	0.098800	0.018047	0.113271	0.136429	0.012900	0.025789	0.105935	0.117012	0.001237	0.156975	0.002187	0.120801	0.011314	0.036833	0.036833	0.178560	0.008341	0.032237	0.014552	0.109578	0.034505	0.023762	0.000469	0.019890	0.002187	0.215013	0.002187	0.003253	0.003253	0.219718	0.009794	0.124638	0.039220	0.205697	0.002187	0.293361	0.009794	0.041665	0.002187	0.109578	0.000469	0.023762	0.004410	0.078631	0.005647	0.034505	0.021795	0.032237	0.000469	0.002187	0.063296	0.113271	0.004410	0.078631	0.001237	0.021795	0.004410	0.039220	0.001237	0.000469	0.025789	0.004410	0.113271	0.021795	0.046730	0.001237	0.120801	0.025789	0.085144	0.021795	0.187463	0.000469	0.044169	0.011314	0.182993	0.030027	0.025789	0.004410	0.085144	0.019890	0.019890	0.002187	0.004410	0.001237	0.032237	0.005647	0.205697	0.004410	0.120801	0.001237	0.210339	0.000469	0.109578	0.000469	0.052025	0.000469	0.234008	0.021795	0.044169	0.001237	0.005647	0.000469	0.000469	0.000469	0.000469	0.003253	0.001237	0.004410	0.005647	0.002187	0.034505	0.005647	0.008341	0.001237	0.002187	0.004410	0.000469	0.069266	0.001237	0.005647	0.002187	0.014552	0.001237	0.005647	0.001237	0.039220	0.278246	0.011314	0.009794	0.144517	0.019890	0.000469
0.115362	0.271255	0.152638	0.018675	0.073639	0.023909	0.176946	0.042457	0.018675	0.168692	0.025760	0.238462	0.344503	0.054567	0.085622	0.015456	0.098374	0.118895	0.011039	0.022111	0.091903	0.101680	0.001057	0.137220	0.001869	0.105031	0.009679	0.031631	0.031631	0.156593	0.007133	0.027665	0.012456	0.095115	0.029621	0.020366	0.000401	0.017038	0.001869	0.189597	0.001869	0.002780	0.002780	0.193883	0.008377	0.108429	0.033692	0.181128	0.001869	0.261772	0.008377	0.035806	0.001869	0.095115	0.000401	0.020366	0.003769	0.067941	0.004827	0.029621	0.018675	0.027665	0.000401	0.001869	0.054567	0.098374	0.003769	0.067941	0.001057	0.018675	0.003769	0.033692	0.001057	0.000401	0.022111	0.003769	0.098374	0.018675	0.040188	0.001057	0.105031	0.022111	0.073639	0.018675	0.164621	0.000401	0.037971	0.009679	0.160588	0.025760	0.022111	0.003769	0.073639	0.017038	0.017038	0.001869	0.003769	0.001057	0.027665	0.004827	0.181128	0.003769	0.105031	0.001057	0.185345	0.000401	0.095115	0.000401	0.044777	0.000401	0.206938	0.018675	0.037971	0.001057	0.004827	0.000401	0.000401	0.000401	0.000401	0.002780	0.001057	0.003769	0.004827	0.001869	0.029621	0.004827	0.007133	0.001057	0.001869	0.003769	0.000401	0.059767	0.001057	0.004827	0.001869	0.012456	0.001057	0.004827	0.001057	0.033692	0.247714	0.009679	0.008377	0.126095	0.017038	0.000401
0.637865	0.834098	0.708716	0.204485	0.517775	0.248602	0.743843	0.374567	0.204485	0.732685	0.263161	0.808777	0.876525	0.438071	0.558461	0.174943	0.595751	0.645721	0.131018	0.233956	0.577520	0.604563	0.014087	0.682360	0.024667	0.613177	0.116623	0.306130	0.306130	0.714923	0.088460	0.277613	0.145562	0.586738	0.291941	0.219242	0.005389	0.189709	0.024667	0.759617	0.024667	0.036290	0.036290	0.764631	0.102421	0.621596	0.320166	0.749226	0.024667	0.827275	0.102421	0.334038	0.024667	0.586738	0.005389	0.219242	0.048619	0.496116	0.061489	0.291941	0.204485	0.277613	0.005389	0.024667	0.438071	0.595751	0.048619	0.496116	0.014087	0.204485	0.048619	0.320166	0.014087	0.005389	0.233956	0.048619	0.595751	0.204485	0.361247	0.014087	0.613177	0.233956	0.517775	0.204485	0.726905	0.005389	0.347735	0.116623	0.720985	0.263161	0.233956	0.048619	0.517775	0.189709	0.189709	0.024667	0.048619	0.014087	0.277613	0.061489	0.749226	0.048619	0.613177	0.014087	0.754483	0.005389	0.586738	0.005389	0.387687	0.005389	0.778981	0.204485	0.347735	0.014087	0.061489	0.005389	0.005389	0.005389	0.005389	0.036290	0.014087	0.048619	0.061489	0.024667	0.291941	0.061489	0.088460	0.014087	0.024667	0.048619	0.005389	0.461957	0.014087	0.061489	0.024667	0.145562	0.014087	0.061489	0.014087	0.320166	0.816434	0.116623	0.102421	0.660894	0.189709	0.005389
